anio,unidad,ingresos_totales,gastos_personal,liquidez,dias_efectivo,cfo,participacion_ley30,participacion_regalias,participacion_servicios,participacion_matriculas,hhi_fuentes,endeudamiento,tendencia_ingresos,gp_ratio,label,cluster_kmeans,cluster_dbscan,cluster_subtractive,cluster_fcm,fcm_mu_cluster_0,fcm_mu_cluster_1,fcm_mu_cluster_2,fcm_mu_cluster_3,fcm_mu_cluster_4,fcm_mu_cluster_5,fcm_mu_cluster_6,fcm_mu_cluster_7,fcm_mu_cluster_8,fcm_mu_cluster_9,fcm_mu_cluster_10,fcm_mu_cluster_11,fcm_mu_cluster_12,fcm_mu_cluster_13,fcm_mu_cluster_14,fcm_mu_cluster_15,fcm_mu_cluster_16,fcm_mu_cluster_17,fcm_mu_cluster_18,fcm_mu_cluster_19,fcm_mu_cluster_20,fcm_mu_cluster_21,fcm_mu_cluster_22,fcm_mu_cluster_23,fcm_mu_cluster_24,fcm_mu_cluster_25,fcm_mu_cluster_26,fcm_mu_cluster_27,fcm_mu_cluster_28,fcm_mu_cluster_29,fcm_mu_cluster_30,fcm_mu_cluster_31,fcm_mu_cluster_32,fcm_mu_cluster_33,fcm_mu_cluster_34,fcm_mu_cluster_35,fcm_mu_cluster_36,fcm_mu_cluster_37,fcm_mu_cluster_38,fcm_mu_cluster_39,fcm_mu_cluster_40,fcm_mu_cluster_41,fcm_mu_cluster_42,fcm_mu_cluster_43,fcm_mu_cluster_44,fcm_mu_cluster_45,fcm_mu_cluster_46,fcm_mu_cluster_47,fcm_mu_cluster_48,fcm_mu_cluster_49,fcm_mu_cluster_50,fcm_mu_cluster_51,fcm_mu_cluster_52,fcm_mu_cluster_53,fcm_mu_cluster_54,fcm_mu_cluster_55,fcm_mu_cluster_56,fcm_mu_cluster_57,fcm_mu_cluster_58,fcm_mu_cluster_59,fcm_mu_cluster_60,fcm_mu_cluster_61,fcm_mu_cluster_62,fcm_mu_cluster_63,fcm_mu_cluster_64,fcm_mu_cluster_65,fcm_mu_cluster_66,fcm_mu_cluster_67,fcm_mu_cluster_68,fcm_mu_cluster_69,fcm_mu_cluster_70,fcm_mu_cluster_71,fcm_mu_cluster_72,fcm_mu_cluster_73,fcm_mu_cluster_74,fcm_mu_cluster_75,fcm_mu_cluster_76,fcm_mu_cluster_77,fcm_mu_cluster_78,fcm_mu_cluster_79
2020,Derecho,77427696345.47656,34258780662.42544,1.2595044441119143,117.77438587002888,4036273328.2344494,0.3310209379392788,0.0483629958036625,0.1870219955863852,0.2100377838875872,0.2409843515710691,0.2914257449356571,0.1171316925147852,0.4424615774381991,0,0,-1,50,50,3.8325957494860924e-33,2.38319627027822e-33,2.4090918420443083e-33,2.1137590500635416e-33,1.641852335550633e-33,4.202093976549297e-33,1.5609518921015084e-33,1.0682003250398367e-33,1.280692084552466e-33,3.009861744555689e-33,2.51245211863603e-33,2.1243460798563955e-33,8.977412409115369e-34,1.0193262522591981e-33,2.3386799060020998e-33,1.3474630196996429e-33,2.083673110696276e-33,8.848120016455981e-34,1.0570699160067928e-33,6.699525015832935e-34,1.0412281550167228e-33,1.3352086097105073e-33,1.0613609356593325e-33,7.934269919710119e-34,2.510420746222005e-33,2.7717504513979468e-33,2.504422145041464e-33,1.4696729986331484e-33,1.145448761901037e-33,2.076641801163361e-33,2.133634139333108e-33,1.4776969662665672e-33,1.4475691188344103e-33,1.6872787621104174e-33,9.789048248130226e-34,1.29305561820648e-33,2.405524204827475e-33,7.922667551919277e-34,1.4869388841195767e-33,2.1930808750045886e-33,2.0183528384157456e-33,1.3189696518408675e-33,1.7020236016836045e-33,1.1608163978160164e-33,1.3050438465301294e-33,1.2524856298966955e-33,9.395399039902635e-34,3.2268047788310804e-33,1.0404157250669146e-33,1.2468008476805305e-33,1.0,1.919584963783749e-33,1.1432776929780025e-33,1.238140108022926e-33,9.349377141921563e-34,1.3373327055563068e-33,2.2196610028428122e-33,2.690919474579887e-33,8.864125909320569e-34,2.8427639165969327e-33,1.2671168485841016e-33,1.5429381098695193e-33,3.6467798421329595e-33,3.665431026895751e-33,1.6957204006661004e-33,1.9768203807131274e-33,1.255063210905206e-33,2.2016567490388376e-33,1.6809334835684417e-33,1.972699412170861e-33,2.295054942863733e-33,1.8819782265022693e-33,2.0125774524740743e-33,1.4282969643504731e-33,1.85544017230154e-33,1.900461869264684e-33,2.250299617426985e-33,1.767479039373413e-33,2.3158817537387192e-33,3.512337045160264e-33
2021,Derecho,80648172909.88522,41291890163.569565,1.1381188125995645,107.24032658491411,5523009515.140212,0.4375338015515433,0.0485808382628514,0.1448270800375302,0.1707057041402904,0.2832549902936201,0.3794523711180442,0.0576049122538079,0.5120003178461137,1,0,-1,25,25,2.5490559498073836e-33,2.8019385613302826e-33,1.6425151799973136e-33,1.623795688752164e-33,1.896588317987007e-33,3.166441123712684e-33,1.1668832839757532e-33,1.6386913032969564e-33,2.7165407136139973e-33,1.9549809651200398e-33,1.680775438892573e-33,1.6906239122573505e-33,8.032962698333027e-34,1.3289512300521793e-33,1.3936690253363352e-33,9.345493204218271e-34,1.8726825315361127e-33,1.6040092700963496e-33,1.5130979104558546e-33,1.0871059682894291e-33,2.0511559955588394e-33,1.2818804044348279e-33,2.221195683948626e-33,1.0881141276752127e-33,3.8866224101241005e-33,1.0,2.3602483746142673e-33,3.8879578657696436e-33,1.378100284755899e-33,1.7296827334643546e-33,1.5547860956322276e-33,1.8530476655729843e-33,1.4638434557248472e-33,1.4297826823541238e-33,1.1405213208861362e-33,1.3624032177264818e-33,2.0476117376330946e-33,1.1057483265779598e-33,1.2459799721718956e-33,2.5701569314122134e-33,5.3490059031514676e-33,1.3826242555070243e-33,2.0162857962341336e-33,1.0482952036279302e-33,1.6719630025321087e-33,1.8397484425736913e-33,1.2153005201382696e-33,2.7120272808966907e-33,1.1157934250405454e-33,1.8099168248206134e-33,2.7717504513979468e-33,4.375919379031112e-33,9.081975054876726e-34,1.1138074207287882e-33,1.2989758893250219e-33,1.5980973247165983e-33,1.8698931131909878e-33,2.093154340103376e-33,1.3340702714260608e-33,2.129676721755894e-33,1.0899225834808769e-33,1.5176678043032122e-33,2.574892249359638e-33,1.6455410766590336e-33,4.057024670451782e-33,4.7987976481157734e-33,1.7620955378077688e-33,2.1829954944743287e-33,2.875562647196215e-33,1.4769947730226575e-33,1.8293547355004353e-33,1.785337377377301e-33,1.5037698448323075e-33,1.3798113752487474e-33,2.1335568973976615e-33,2.997670930762794e-33,3.509446804553035e-33,1.9543535823290256e-33,1.9016210213580137e-33,2.892653322231498e-33
2022,Derecho,79250787189.42578,40448731007.69087,0.9856926546929684,148.30013836911058,5087583596.692193,0.3067277187552112,0.0785916893988542,0.283041063461338,0.2334981530256485,0.2445239077244022,0.3612442233566642,0.0423857087946777,0.5103890124272208,0,0,-1,9,9,2.8733798007521378e-33,2.394137212635229e-33,2.632225460907171e-33,2.6288885369305844e-33,2.2285658764685e-33,2.07532759236397e-33,1.3925739200854733e-33,1.1374524799003728e-33,1.257910435320929e-33,1.0,2.8516369726517607e-33,2.3602401909382628e-33,1.2748318121181047e-33,1.146112873860977e-33,2.0662335356413024e-33,1.3582376604542886e-33,2.1485468513792476e-33,8.103283319427118e-34,1.2000933328480571e-33,7.557292594636203e-34,1.2886303953288488e-33,1.4615658068133458e-33,1.6510452583068183e-33,9.882174689007941e-34,1.7937461198346268e-33,1.9549809651200398e-33,1.5171778925229954e-33,1.3154727689413366e-33,1.568122587681341e-33,1.539201247158782e-33,1.1288479439882804e-33,1.4228405857772662e-33,2.1564903148862874e-33,1.7243528494165735e-33,1.43732344603544e-33,2.0356872312784633e-33,4.641122497918805e-33,1.189628175064537e-33,1.54391727351534e-33,1.9905155196444656e-33,1.8594052585289984e-33,1.1954126638150905e-33,1.8480974673704215e-33,1.6361470474020072e-33,1.2936671458374817e-33,1.2158334763657611e-33,1.1579731656351493e-33,1.555002137657092e-33,1.4227950536971042e-33,1.2485038344781397e-33,3.009861744555689e-33,1.7221080461818052e-33,1.812977254334332e-33,1.5258887810048761e-33,1.1040339934215745e-33,2.2483638066254105e-33,2.4488097605572235e-33,4.375072652460287e-33,8.982747743993564e-34,4.764177355803482e-33,1.2348785379306372e-33,1.4760329507229054e-33,2.8447036878601336e-33,4.5378647434929334e-33,1.369756558043644e-33,1.9993741189553794e-33,1.1441412630236244e-33,1.8795693157332598e-33,1.3637456088292305e-33,1.8856267157725726e-33,2.1771001526715907e-33,1.965983056318528e-33,2.768397277044318e-33,1.6336563402787638e-33,1.740032508732118e-33,2.191337295776028e-33,2.2780417754236483e-33,1.803878437177712e-33,2.7072281319349688e-33,2.8638291599555622e-33
2023,Derecho,79873026431.13173,37548952278.077225,1.3013768958698404,114.84001060384352,4534525201.259234,0.3224966914249079,0.0709928519160077,0.2351893965393094,0.1897506304212349,0.2333312759338735,0.3499108777986123,-0.0326044844672024,0.4701080446782964,0,0,-1,59,59,3.195606966090909e-33,3.619372747572029e-33,3.1678208613647566e-33,5.021996280872359e-33,3.0353590565486683e-33,2.801783542311956e-33,1.5181572060572542e-33,1.5968518986713636e-33,1.2668797247165313e-33,4.764177355803482e-33,2.9096347981679872e-33,2.9609856687404393e-33,1.2569262561357805e-33,1.5125178619163924e-33,2.5884947286557898e-33,1.89300658915356e-33,2.2918555356606383e-33,1.0572590338547242e-33,1.5896582166974545e-33,9.005901943877996e-34,1.5398065271812624e-33,1.3980749531918868e-33,1.4555393548891617e-33,1.1598047155770926e-33,1.720934778415117e-33,2.129676721755894e-33,2.004697088267469e-33,1.7194470483529373e-33,1.1927515471114235e-33,1.9413262049583407e-33,1.5969314856346933e-33,1.8179890447603396e-33,1.781107934323846e-33,1.8292329121603478e-33,1.689881757108484e-33,2.7458052072309776e-33,4.7015197266689496e-33,1.2007142055984635e-33,1.5362583293410825e-33,2.1912256030765445e-33,2.4696345546468633e-33,1.2281008805331096e-33,2.8591247207590133e-33,2.678722191833148e-33,1.3559915129904538e-33,1.3429572609151216e-33,1.4219581733276816e-33,1.7460195368331894e-33,1.437044714125385e-33,2.038377737902557e-33,2.8427639165969327e-33,2.1590798133073954e-33,1.685290934844912e-33,2.1877905635255708e-33,1.4841350817691603e-33,2.308704558358503e-33,2.1410814723530665e-33,4.744399808188646e-33,1.0792663630134125e-33,1.0,1.2198424081637742e-33,2.339364062759154e-33,2.0899433723596046e-33,2.4081151644692685e-33,1.827401250575873e-33,2.2415930849625828e-33,1.4102500624551043e-33,2.261909784095537e-33,1.931103562339655e-33,2.7721533405945907e-33,2.1831848624584406e-33,2.775500642600365e-33,2.9430855204359935e-33,2.756882522685784e-33,2.6113186592297204e-33,2.489339893254765e-33,3.576647393095216e-33,2.186147251448656e-33,2.566808391734254e-33,4.0096479873377096e-33
2024,Derecho,82781817431.34923,49539553719.94651,1.64089453717967,60.590423678328655,5347246747.377034,0.3332885033019108,0.0316421102394066,0.2420291150144499,0.1833038167814508,0.2482502117494692,0.5547485436241043,0.0130836379556963,0.5984352030085538,1,0,-1,18,18,1.850903438953961e-33,2.6715935006050277e-33,1.3426356647610729e-33,1.728234490644248e-33,2.517389482605219e-33,1.9977087741013737e-33,2.4203960678371723e-33,1.621993130513366e-33,1.1608459166677767e-33,1.2000933328480571e-33,2.024788110558125e-33,9.62705295885133e-34,1.1103141872458688e-33,2.190703982367545e-33,1.3681169790507421e-33,7.568945155807484e-34,1.2908145435274507e-33,8.635862229296248e-34,1.0,1.2404202384684221e-33,1.3758666795029246e-33,2.1155925090680465e-33,1.297861772914712e-33,1.7570547472249533e-33,1.989899086709052e-33,1.5130979104558546e-33,1.2364009756002492e-33,2.2204384005544425e-33,1.2592028447129051e-33,1.475846635788428e-33,1.0557102330732454e-33,1.0169679746329944e-33,1.6534633092584423e-33,1.65896788597776e-33,9.463738694273908e-34,1.6409190740723707e-33,1.509124705924651e-33,2.1887873499679805e-33,9.721561432116605e-34,1.632741323799187e-33,1.6879177344023513e-33,1.0901086639159484e-33,1.709443207460325e-33,1.6635950254812435e-33,1.4139149244194209e-33,1.1001581941120747e-33,1.0919594495318155e-33,1.8158012610091124e-33,1.4094657692973264e-33,3.0030692266748988e-33,1.0570699160067928e-33,2.0100535082442654e-33,1.2302915643161428e-33,2.3239182524702018e-33,1.4791171375077294e-33,3.3874793155170816e-33,1.6494093014513977e-33,1.0951192601733227e-33,2.4098638567728378e-33,1.5896582166974545e-33,1.2876527970501833e-33,2.2397854224938087e-33,1.4234351075798295e-33,1.200864070597093e-33,1.2084269045655676e-33,1.4242090626404018e-33,1.1022576111150454e-33,2.736207896110872e-33,1.3932066420435574e-33,2.1836027208481714e-33,1.1054805953146382e-33,1.688368816879893e-33,1.4624263258654358e-33,3.0752385831464817e-33,3.502564267220688e-33,2.08816077793106e-33,3.3094993029634356e-33,1.841508350823062e-33,1.8837766924959782e-33,2.4638013386612125e-33
2025,Derecho,85755137057.07195,48027374667.70742,1.291024483117724,118.58787273433094,3472714783.7870493,0.2884435850858764,0.0900516181161887,0.0805943558457498,0.1165117429284947,0.2914936870211675,0.48705556330727,0.0033411406441289,0.5600524506857721,1,0,-1,20,20,1.5764394940041792e-33,1.825076049209632e-33,1.0300660749036853e-33,1.6691462540803145e-33,2.050639920715147e-33,1.5853324603212202e-33,1.2231119622695104e-33,1.4676642591741349e-33,1.1369597194958976e-33,1.2886303953288488e-33,1.0710846725865997e-33,1.2233171965918272e-33,9.37865310519276e-34,1.0541427484704708e-33,9.274063294505477e-34,7.531804561106728e-34,1.6749958241288925e-33,2.0405991914665818e-33,1.3758666795029246e-33,2.0505556952919144e-33,1.0,1.069037898038588e-33,1.454062001652385e-33,1.4080058365306017e-33,1.66079720147871e-33,2.0511559955588394e-33,1.0774937474810206e-33,1.5937938790880663e-33,1.3274530979764432e-33,8.51914170069855e-34,7.593354386378731e-34,1.3007811093889649e-33,1.3517602539928899e-33,1.0603549854648324e-33,1.1180374133078716e-33,1.2759776206044494e-33,1.3548262626201989e-33,1.1593655773775e-33,1.1767291320382263e-33,2.571658027882734e-33,2.0400052882605945e-33,8.736513668129119e-34,2.211083267006997e-33,1.2125705145894875e-33,2.1462368192587183e-33,1.419975471110568e-33,8.672470795853092e-34,1.1701424028991837e-33,9.83685235528681e-34,1.7383392557900197e-33,1.0412281550167228e-33,3.706360402531335e-33,1.0448450491397956e-33,1.2138199594063814e-33,1.1204022468084412e-33,1.5195365227808735e-33,1.1499686347260072e-33,1.2798595091342662e-33,1.0839929085962147e-33,1.5398065271812624e-33,7.3958849265383914e-34,1.3138216015276082e-33,1.2159293049116396e-33,9.664272793604915e-34,1.688788329773412e-33,1.552929689725697e-33,9.837616645161429e-34,1.2688838847950785e-33,1.2470738879590257e-33,1.3969030777214757e-33,1.2374650238320012e-33,1.2434314924903494e-33,1.179212549174778e-33,1.1252710052969181e-33,1.461485161066369e-33,2.164314895791429e-33,2.4476688843588396e-33,1.1038055845368177e-33,1.694748766440231e-33,1.5481161986868003e-33
2016,Educación,92560911717.48232,42678068075.53863,1.8699041909327616,113.50005159538584,7471860875.417036,0.403408019366454,0.0668651596195513,0.2146662754720879,0.1890504658827481,0.2649092083113633,0.3804823461736828,0.0601253762588597,0.461080895635537,0,0,-1,26,26,2.9320528296710623e-33,3.659523481444411e-33,2.0425190686111195e-33,2.2184519222200877e-33,1.1973639244411064e-33,4.232576689041033e-33,1.1848968589538918e-33,1.2750333670143835e-33,1.851287430645145e-33,1.5171778925229954e-33,1.590728322211921e-33,2.18538026117076e-33,8.304049706047194e-34,2.012397627428543e-33,1.62463498081083e-33,1.2019286840470566e-33,1.714822153365703e-33,1.1070291362137171e-33,1.2364009756002492e-33,7.256183474845012e-34,1.0774937474810206e-33,1.0089542282541346e-33,1.344034408411639e-33,7.895207096892244e-34,2.5328183073972418e-33,2.3602483746142673e-33,1.0,1.5986850822582215e-33,8.791361203645638e-34,3.361073482701345e-33,3.5309372618710564e-33,1.3142374145719554e-33,1.0212654505398871e-33,1.6323138800300568e-33,9.883087941228529e-34,1.455658995306249e-33,1.8894716946497473e-33,8.759261029180484e-34,1.249551312398481e-33,2.4691819907162328e-33,1.617110754933163e-33,1.5370858935674668e-33,2.03078898808467e-33,1.2694124649744282e-33,1.26554908371526e-33,1.4615230433304701e-33,1.3201157725305359e-33,1.51586570025479e-33,1.9859999875321052e-33,1.9172239188763796e-33,2.504422145041464e-33,1.640595926387802e-33,1.0767084583387348e-33,1.412124451459643e-33,1.469219806250449e-33,1.0509651982067726e-33,2.3898791954145297e-33,1.8226930486164724e-33,9.075951160297921e-34,2.004697088267469e-33,1.3220909675038325e-33,2.4311615791019436e-33,3.0439936174465004e-33,1.5507156499829608e-33,2.3461536179934962e-33,3.0845534260461244e-33,1.425582403528202e-33,1.899065845119102e-33,2.000947239387082e-33,1.1919966144105132e-33,1.450108959317464e-33,5.782994874502892e-33,2.812970186015857e-33,1.9200901315712636e-33,1.6188170196458656e-33,2.0807381326854807e-33,2.628028897246576e-33,1.811650642786405e-33,1.7388600906807124e-33,2.741960421842953e-33
2017,Educación,95914574207.74568,54093464971.37405,1.3280490625644423,73.53088161531302,8803698878.14121,0.333324800343495,0.0866126155272129,0.2308198284136005,0.2302185728778525,0.23905230827951,0.3580410206784873,0.0757396214612549,0.5639754481337798,1,0,-1,56,56,3.3868670044380414e-33,3.560558984363202e-33,2.767553405374509e-33,4.642411899173354e-33,1.84455665224776e-33,4.219011456083686e-33,2.5697245781753272e-33,1.3893594372183433e-33,1.3498097477628236e-33,2.4488097605572235e-33,3.574147294061527e-33,3.0307092297555144e-33,1.3240811904612594e-33,2.1134404313927846e-33,1.8337632372368464e-33,1.3282145297224814e-33,1.692260332530527e-33,8.710625021179327e-34,1.6494093014513977e-33,1.0013930916367815e-33,1.1499686347260072e-33,1.4760354153943517e-33,2.034062577840825e-33,1.754222156968715e-33,2.7253964351605662e-33,1.8698931131909878e-33,2.3898791954145297e-33,2.064721830154125e-33,1.4410415199823594e-33,2.2497799025612427e-33,1.4791399384461692e-33,1.4409708151342328e-33,1.829473579248962e-33,7.580582601536738e-33,1.1442230963854791e-33,2.2297410463770224e-33,2.198391264903402e-33,1.2493642967712994e-33,1.2795212632958073e-33,3.46621575189138e-33,1.5019706801458225e-33,1.97161400168549e-33,2.0904899671458468e-33,2.4860199118687458e-33,2.2362183876491733e-33,1.4601512990989311e-33,1.643785568605212e-33,2.200547298928489e-33,2.763356606268067e-33,2.0967559262452077e-33,2.2196610028428122e-33,2.4591900080810654e-33,1.6608543432441752e-33,2.1727503448156248e-33,1.746314094053168e-33,2.4319567799993524e-33,1.0,2.8880836733442497e-33,1.287307015344577e-33,2.1410814723530665e-33,1.4357893623015366e-33,2.5251505324279382e-33,4.881364739782577e-33,3.761987998176045e-33,1.5345486364427573e-33,3.386479656833885e-33,1.4418268031041506e-33,4.4042718804619974e-33,1.9340746068548496e-33,2.143658732431692e-33,2.1613507983164884e-33,4.065598410431136e-33,2.3844252952838603e-33,2.8541434584687093e-33,2.2935374060006204e-33,5.210802570473231e-33,2.5029777666709082e-33,2.0660082464782315e-33,6.516040716321972e-33,5.7786465984367796e-33
2018,Educación,91969266884.93433,53648214311.3473,1.2456695292992188,97.13288596965376,9056382703.450983,,0.0631949739011184,0.1369762464618521,0.2035474221884324,0.2533906401847551,,0.0098902598899709,0.5833276281137294,1,0,-1,75,75,4.72232067379797e-33,4.32845395158369e-33,2.3115829994702346e-33,5.8713906270264935e-33,2.2707913024717827e-33,4.5171776171817656e-33,2.190422546613875e-33,1.7772312834377585e-33,1.7144364945530235e-33,2.191337295776028e-33,2.4208836843512195e-33,2.0608107272784343e-33,1.1740665849733148e-33,2.2421415442723143e-33,1.75962705453124e-33,1.5135313861300597e-33,1.930268900857908e-33,1.5155471190304601e-33,2.08816077793106e-33,1.8177645804433587e-33,2.164314895791429e-33,1.6155115819577885e-33,2.0860031206121263e-33,2.7867716555334047e-33,3.152038021168284e-33,2.997670930762794e-33,2.0807381326854807e-33,3.705231708894093e-33,1.389211581492172e-33,2.0025033828698235e-33,1.487876986467707e-33,2.8092805500276168e-33,2.9676857043379953e-33,2.4914163774272122e-33,1.6981698842670137e-33,3.190434445018965e-33,2.162787688946864e-33,1.4956874693990185e-33,1.7353178757189854e-33,4.658694918635773e-33,2.7331761721617607e-33,1.679738852408419e-33,2.9437041901754655e-33,2.3747147561029252e-33,2.5480409592716647e-33,1.6073529809449048e-33,2.0809803862240053e-33,2.7131166662878447e-33,1.6313181383221985e-33,2.3802269536903885e-33,1.900461869264684e-33,6.993485995760788e-33,1.5425187047316038e-33,1.5394835506060526e-33,1.7655704560783777e-33,3.6993465793695436e-33,5.210802570473231e-33,2.5870858097198267e-33,1.718548914253113e-33,2.489339893254765e-33,1.5020601024487458e-33,3.0877585460236995e-33,2.7410063568328312e-33,2.1118310676930295e-33,2.1968778133975017e-33,3.75279112005228e-33,1.696614444361229e-33,3.0688454533959387e-33,2.1733272012230146e-33,2.202954429066327e-33,2.3128063382590578e-33,3.0132104951603392e-33,2.1412348280993206e-33,2.259287672141519e-33,2.3388966217170695e-33,1.0,3.2920394381453974e-33,2.3656948441792126e-33,6.54857595282106e-33,5.878725351017554e-33
2019,Educación,97726443270.3066,50828415460.18506,1.4161402864368169,97.9081739859224,9677123329.69856,0.2713214881593878,0.0828131248589492,0.180591722055617,0.1906093583359319,0.2248591424608058,,-0.007432946243688,0.5201091307456686,0,0,-1,3,3,4.9485603954645655e-33,4.2219725519116206e-33,3.249089673278816e-33,1.0,2.7455170551850028e-33,4.4657782996399524e-33,2.375849732523023e-33,1.6470523519335432e-33,1.1829782640241574e-33,2.6288885369305844e-33,2.994344197138494e-33,3.579591379600018e-33,1.4730601929754923e-33,1.9943649232354584e-33,2.3069002476113703e-33,2.1843495493375095e-33,2.2199252059597185e-33,1.1227912794962582e-33,1.728234490644248e-33,1.1573879332928527e-33,1.6691462540803145e-33,1.4260764216561614e-33,1.4689351244378417e-33,1.8555338666438814e-33,1.959152926469439e-33,1.623795688752164e-33,2.2184519222200877e-33,1.8452136311637295e-33,1.3242465068537198e-33,1.8255503527844434e-33,1.5753903001915244e-33,2.096205082512301e-33,2.3601757926684248e-33,3.0826419998453924e-33,1.849484272450764e-33,3.638953490752625e-33,2.6066829580287306e-33,1.3403541518134477e-33,1.751950477211135e-33,3.7024730023670305e-33,1.8723585786895034e-33,1.3898433508414839e-33,3.2753045517237646e-33,6.045781256202427e-33,2.086309857149621e-33,1.3862088504274024e-33,1.7445549832058085e-33,1.8256111974216054e-33,1.8802377046893923e-33,2.787795639161531e-33,2.1137590500635416e-33,2.882817241274203e-33,2.2930706191149523e-33,2.633475196570926e-33,1.8634838403619498e-33,2.8614380263545075e-33,4.642411899173354e-33,3.348393646604814e-33,1.2378826298939513e-33,5.021996280872359e-33,1.3495508441240314e-33,3.697868479050011e-33,2.357689082248294e-33,2.394021500041353e-33,1.6197846598469547e-33,2.3837265888002436e-33,1.4109700047971716e-33,2.673437470003467e-33,1.752787274063329e-33,2.8942316971921057e-33,2.3567339902005435e-33,4.37552496836723e-33,3.609639794125938e-33,3.2887397085156556e-33,2.394064773503871e-33,5.8713906270264935e-33,3.194043184122298e-33,2.0810558409777088e-33,6.496728688570125e-33,6.1076728349820345e-33
2020,Educación,101143974565.97543,58849032945.07658,1.2656935829289473,98.42892482631122,9404759282.88375,0.2726237295661396,0.0706702163667965,0.1992190311922124,0.1610658011971683,0.232813932769221,0.3478128013579017,0.0677123411776916,0.5818342931213348,0,0,-1,78,78,5.050164417508518e-33,3.31796646408038e-33,2.522661049100007e-33,6.496728688570125e-33,2.885372462687941e-33,4.52016562789249e-33,3.909355433304406e-33,1.8715593666780385e-33,1.3422737904665265e-33,2.7072281319349688e-33,4.8320745738203086e-33,2.288896308803373e-33,1.6454307239387647e-33,1.4393826135211649e-33,2.2307140250391083e-33,1.5160795347909332e-33,2.94608602941279e-33,1.0364219062659406e-33,1.8837766924959782e-33,1.295896677879717e-33,1.694748766440231e-33,2.1575743381150067e-33,1.8365686678880022e-33,2.2072205830077502e-33,2.6387220875999803e-33,1.9016210213580137e-33,1.7388600906807124e-33,1.6712622208794135e-33,1.9176066123842938e-33,1.8089235759165485e-33,1.197819894068923e-33,1.894758632664483e-33,2.3750446566451877e-33,3.1635112172898955e-33,1.4899243956673917e-33,3.0596110004146405e-33,2.8807562209249252e-33,1.4864192594429951e-33,1.6913270115175693e-33,4.9621591759721266e-33,2.110584477409107e-33,1.5881123225031164e-33,4.7826474580557216e-33,2.574714896269992e-33,4.261401518863953e-33,1.9821358530154667e-33,1.3888572060267684e-33,2.5043764793656632e-33,1.6584301203705413e-33,2.2420200790078287e-33,2.3158817537387192e-33,3.7552602913160216e-33,2.7044289357610244e-33,1.8738159892072966e-33,1.576104326020487e-33,4.6380689061175355e-33,6.516040716321972e-33,3.3308814232134655e-33,1.5614889907833283e-33,2.566808391734254e-33,1.4028425203604594e-33,3.300036376094125e-33,4.16054494573962e-33,4.502288750581494e-33,1.9464556224744045e-33,2.364747103390995e-33,1.7181745107653694e-33,4.680186869257443e-33,1.9834954362539476e-33,3.022781651765711e-33,2.805815670483807e-33,2.5700619768962058e-33,2.255036974319658e-33,3.036898121461879e-33,3.183194115659436e-33,6.54857595282106e-33,3.371129813769254e-33,1.9395845651593446e-33,1.0,7.047319186429966e-33
2021,Educación,91449781806.6488,48757990936.1422,1.6057052399496714,54.30643039410653,5394111111.806449,0.2922809457089753,0.057014181165051,0.3193381518584581,0.1529812226485427,0.2458802639114124,,-0.0019262774741486,0.5331668372837745,0,0,-1,73,73,2.462674256773982e-33,2.6782328070405096e-33,2.2147151241002078e-33,3.2887397085156556e-33,2.6903776799160798e-33,2.7088092286139756e-33,2.750650577190382e-33,1.8913816459609736e-33,1.212045983927389e-33,1.6336563402787638e-33,6.199717468337288e-33,1.6970426384802668e-33,1.2672495087071132e-33,2.0260053545416736e-33,3.162229250298326e-33,1.2243497142924013e-33,1.5246801426977176e-33,9.70076340709533e-34,3.0752385831464817e-33,1.1751209973660628e-33,1.1252710052969181e-33,1.856469065045893e-33,1.6042360186330907e-33,1.3716429970335032e-33,1.5632565928934904e-33,1.3798113752487474e-33,1.9200901315712636e-33,1.614394115953326e-33,1.1384819925690064e-33,2.3087378184536104e-33,1.4232444301889331e-33,1.355688549614193e-33,1.2773896298733842e-33,2.6446264426843542e-33,1.047075456926112e-33,2.6165610753439702e-33,2.4226831129433354e-33,1.478361157568342e-33,1.0640304566858814e-33,1.6815942963051673e-33,1.7693107873742463e-33,1.348044107475099e-33,3.252791667266918e-33,2.9931383351348667e-33,1.7742495457760084e-33,1.3559745226310566e-33,1.3760836360128825e-33,1.7829648186353425e-33,2.511276663337563e-33,3.229205843846966e-33,1.4282969643504731e-33,1.8926190684258757e-33,1.7659269077388287e-33,2.9975182230268815e-33,1.8660789551475487e-33,2.836708115118851e-33,2.8541434584687093e-33,2.492395347027464e-33,1.5422703827179505e-33,2.756882522685784e-33,1.387293895334789e-33,3.0536198601795697e-33,1.9442941363219988e-33,2.1565582844760143e-33,1.7210070565131965e-33,1.9824695970304722e-33,1.6995991994126338e-33,3.847887275405507e-33,2.0826217355696167e-33,2.9365812151892398e-33,1.3554444493198669e-33,2.852553178045848e-33,2.128484474244678e-33,1.0,6.476392466124844e-33,2.259287672141519e-33,3.0318403420754223e-33,1.9911993204475024e-33,3.036898121461879e-33,3.835835355859174e-33
